delightful	1.087610572600591
splendid	1.0362071363356666
pretty nice	0.94670370311774
really pleased	0.9454364324012267
very nice	0.9427132967182633
fairly happy	0.9346599851999363
very pleased	0.9325749360542733
lively	0.9301215859126372
agreeable	0.9264085849060922
spectacular	0.9185786532022481
very proud	0.9067109286647205
most proud	0.9026132715738405
enthusiastic	0.8993388877552823
brilliant	0.8971939015907732
grateful	0.8941604671664559
really proud	0.8924762612535341
eager	0.8911974242191328
hero	0.8908809926073603
cherish	0.8883109984709675
passionate	0.8881218192717294
faith	0.8881116460297062
saint	0.8881086400668797
compensate	0.8880872527610572
goodness	0.8879043727489834
intimate	0.8878911383814726
reward	0.8878807593554993
precious	0.8878340813628421
proud	0.8878118701728425
triumphant	0.8877670025566323
heavenly	0.8877643985953384
glory	0.8876172737231754
remarkable	0.8875955152414688
embrace	0.887563780843223
friendly	0.8875255370756295
greatness	0.887520258522292
romantic	0.8875103366421401
very very nice	0.878843720458539
vitality	0.8784032216799279
excitement	0.8783153505539131
salutary	0.8782861926359927
excellent	0.8782786163627637
sanctuary	0.8782424751779937
enchant	0.8782142135533376
lucky	0.878162990577669
lover	0.8781162082544546
generous	0.8780653989250978
happiness	0.8780462353794897
cheerful	0.8779900960202928
fancy	0.8779848110552034
glow	0.877971760719347
fidelity	0.8779363981077245
praise	0.8778429258453965
laughter	0.8778417628198928
confident	0.8778224521251209
enthusiasm	0.8777754007422572
affection	0.8777182842808137
imaginative	0.8765916972872737
dignity	0.870848729873568
intelligent	0.8707767015169977
honorable	0.8707598915929838
harmony	0.8707554172110789
promise	0.8707546659361715
integrity	0.8707159589176635
loyalty	0.870661915294599
frank	0.870647914271086
darling	0.8706393468623742
respectable	0.8706094881203482
rational	0.8706031388956862
appreciation	0.8705400539658678
triumph	0.8705382693431102
notable	0.8704543882526078
delight	0.8704018180265068
noble	0.8703808713407865
wisdom	0.8703653667818455
faithful	0.8703433981481724
honor	0.8703105195107385
humorous	0.8703068512890982
worthy	0.8701785808648269
cheery	0.8701451618447317
pride	0.8701446610127438
sincere	0.8701401241613721
vivid	0.8701355984632081
opportunity	0.8700862621362665
gracious	0.8689044582220996
fairly safe	0.8648001175457417
pretty safe	0.85735568598231
ideal	0.8541533725979317
compassionate	0.853855202055026
relatively happy	0.843191232634574
devotion	0.8427601293721972
authentic	0.8422901220210673
quite pleased	0.8395452613747577
fairly good	0.8394943835824599
very happy	0.8382262067240672
extremely nice	0.8284877461207082
most happy	0.8263517261290368
advantageous	0.8259642483784945
quite proud	0.8234042629757151
eloquent	0.8208884775915505
most fun	0.8154738966606844
very attractive	0.8098542770092166
infallible	0.8055380874323473
beneficial	0.8054917096269943
attraction	0.8054716497009741
attentive	0.8054237220901074
merit	0.8054201277898482
defender	0.8053583834232504
reassure	0.8053436228189573
handy	0.8051902568170902
courtesy	0.8051859145791457
luxury	0.8051515683314928
clever	0.8051408287742735
justification	0.8051401853857222
graceful	0.8051195036883491
joy	0.8050865495268335
moderate	0.8050862561293203
dear	0.8050843034937939
doubtless	0.8050605295166914
alliance	0.8050330919883079
tranquil	0.8050045025690203
dare	0.8049983841132159
ally	0.8049896678138432
extraordinary	0.804985678110966
fortunate	0.8049844793862365
courteous	0.8049833278246697
gifted	0.8049646112483563
truthful	0.8049556381800697
heroine	0.8049348494489611
wise	0.804797720729063
so proud	0.8025418241730843
meaningful	0.7981828220656418
valuable	0.7930874877819601
gift	0.7911591156135408
virtuous	0.7861767369817664
fairly successful	0.7818861065378915
really safe	0.7797497653113485
really fun	0.7779552178041776
should be pleased	0.7765819152496856
fit	0.7744327530351016
hospitable	0.7744273320936662
glorious	0.7744053576688439
willingness	0.7743936070356773
creative	0.7743652711728141
harmless	0.7742912501909153
confide	0.7742872818842577
divine	0.7742687339910621
awareness	0.7742116420355061
optimal	0.7742087500037619
undoubtedly	0.7741988963177298
manly	0.7741278153809709
courage	0.7741274541144875
forgive	0.7741197861672232
genius	0.7741094406997866
steadfastness	0.7740772080378852
actual	0.7740616588985351
handsome	0.7740535275880526
eminent	0.7740467163710626
indispensable	0.7739993678618922
supreme	0.773990622274259
staunch	0.7739900101520687
realistic	0.7739769807637733
beloved	0.7739689728531869
smart	0.773956307505274
talent	0.7739477641260027
sensitivity	0.7739182437191763
satisfactory	0.773917424250601
ameliorate	0.7739018082772705
stately	0.7738933567206112
superiority	0.7738529116308187
willing	0.7738506692075717
brave	0.7738320688937921
assuredly	0.7738288686019883
perseverance	0.7738143700553888
blunt	0.7737666262877295
charm	0.7737452263159073
knowledge	0.77373503084704
enjoyment	0.7737308912049962
flexible	0.7736832285250986
sane	0.7736795221684528
forgiven	0.7736412347664631
quite nice	0.7707567837187979
very very happy	0.7689556794314674
should be proud	0.7660137280102194
pretty good	0.7649410898688934
really nice	0.7649171906375447
relatively safe	0.7633219646236851
very helpful	0.7631100965452919
remarkably	0.7622531684080815
fairly accurate	0.7609230717686801
hopeful	0.7601200906606808
extremely pleased	0.7581206564345606
really happy	0.7519597593076043
so nice	0.7493914237985531
particularly proud	0.7492553649605777
most attractive	0.7484299431084428
certainly hope	0.7474103207721081
can be proud	0.7439205921580576
very accurate	0.741842566361121
most helpful	0.7403907490800808
very good	0.7397696363423065
particularly pleased	0.7379004930132029
relatively good	0.7359139140897643
highly attractive	0.734053748667317
would be pleased	0.7330921233171347
pretty fair	0.7323296732067177
particularly nice	0.7312183266806671
very very good	0.7300277759607202
extremely proud	0.7283962754201277
very fit	0.7273213380262828
very fair	0.7261122901803811
would be proud	0.7251240210925542
brilliance	0.7225112088215339
really hope	0.7171890314876406
quite fun	0.7168130771983826
very funny	0.7151993033876759
very right	0.713676321937305
might be nice	0.704382710763207
freedom	0.7041981357010887
friendship	0.703969753514473
would be very pleased	0.703703541891093
should be nice	0.7029490991444305
highly accurate	0.7017975883559863
quite safe	0.6961998716380903
liberty	0.6952023962540936
relatively successful	0.694705201876676
very successful	0.6931615197145342
stable	0.69236023888743
very very funny	0.6915230509789682
success	0.6905794402844234
most interest	0.6889646645867932
companion	0.6815458924978919
most good	0.6814198695025516
more fun	0.6811846775697641
would be very nice	0.6801268865498443
extremely happy	0.6782851611350194
kiss	0.6780409914356623
more happy	0.6767473183758297
quite happy	0.6734376326808229
really successful	0.6721200709656725
might love	0.6705166576854318
really love	0.6702491397041531
fairly important	0.6689264141679235
quite attractive	0.6677402352779813
award	0.6671263230517515
conscientious	0.6650483595895373
really fit	0.6649564191569629
would be nice	0.6646167824446285
successful	0.6619101997423971
responsive	0.6593188339175157
very appropriate	0.6581555829352554
very useful	0.6550788399771086
was really pleased	0.6541313071204009
not pleased	0.6509243212935707
was very pleased	0.6500437749204646
achievement	0.6484346703038916
was very proud	0.6478861662198677
most accurate	0.6464014281570143
highly appropriate	0.6458625639184794
was really proud	0.6456199653671562
extremely attractive	0.6436018360137054
very popular	0.6426172882060945
especially attractive	0.6421349791867355
very effective	0.6420751486130999
so happy	0.6420194930644817
will not be pleased	0.6382346052752932
certainly right	0.6371699557633259
most appropriate	0.6369883644670971
extremely helpful	0.6367753673349998
might be fun	0.6355164797735974
could be proud	0.6343755024248289
comfortable	0.6333389572277792
so safe	0.6318393724733149
should love	0.6316066971571063
more love	0.6311167650422758
ensure	0.6309179794615875
really effective	0.6305245750205275
not very nice	0.6287690101345521
should be happy	0.6278709554408765
must be pleased	0.6276775679104598
might enjoy	0.6259633613542122
much fun	0.620832895373677
can love	0.6195857359880426
quite helpful	0.6185887805819555
highly important	0.6173133368634366
really enjoy	0.6172407316193143
should be fun	0.6169500176428871
independence	0.6161807592410691
confidence	0.6161731538192191
honeymoon	0.6161187184973101
peaceful	0.6161183846263881
can be fun	0.6160451095693901
can be happy	0.6159572740665317
benefit	0.6140661184516808
most benefit	0.6137256917576169
most useful	0.6134662716714149
outstanding	0.6114212112378821
too pleased	0.6113344107204175
not proud	0.609834770630667
accurate	0.6043578187962448
would love	0.6031724514142834
highly successful	0.6023077988087391
competent	0.6000808784067191
very suitable	0.5994062680096853
particularly happy	0.5990562953283234
very interested	0.5986687783845185
much hope	0.5982468200020853
quite accurate	0.5965501201402754
very very important	0.5955032689537072
should enjoy	0.5954714418960904
would be very happy	0.5945555168378055
most successful	0.5933588643406298
was really nice	0.5929185903630038
should be safe	0.5920283386576055
should hope	0.5915190776206722
alive	0.5914413568494408
deal	0.5913863128327549
champion	0.5910319082328737
complement	0.5909904647098669
simplify	0.5909053342187586
leisure	0.5908745746478402
